ID_CLIENT|NOM_CLIENT|PREN_CLIENT|CD_POSTAL_CLIENT|VILLE_CLIENT|PAYS_CLIENT|REGION_CLIENT|CD_TYPE_CLIENT
YS-218805|Yana|Nakache||Salta|Argentine|Amérique du Sud|T002
AG-1033027|Alex|Theodor||Weifang|Chine|Asie de l'Est|T001
BD-11320102|Bill|Paganis||Las Pinas|Philippines|Asie du Sud-Est|T001
BH-171061|Brosina|Srecka||Mosul|Irak|Asie de l'Ouest|T001
CR-128207|Cyra|Guiliana||Sydney|Australie|Océanie|T003
JE-16165102|Justin|Rrene||Manila|Philippines|Asie du Sud-Est|T002
LW-172151406|Luke|Levasseur|14609|Rochester|États-Unis|Est des États-Unis|T001
SM-2095064|Suzanne|Muhtesem||Venice|Italie|Europe du Sud|T002
LW-172151404|Luke|Dearbhla|80525|Fort Collins|États-Unis|Ouest des États-Unis|T001
AG-10765141|Anthony|Ahlassome||Montevideo|Uruguay|Amérique du Sud|T003
AH-465134|Amy|Rameshitha||Akhisar|Turquie|Asie de l'Ouest|T001
CM-219086|Charlotte|Kamoevitch||Rabat|Maroc|Afrique du Nord|T001
DM-3345131|Denise|Genereux||Lome|Togo|Afrique de l'Ouest|T002
LW-721523|Luke|Andriamanalina||Winnipeg|Canada|Canada|T001
LW-172151402|Luke|Alamo|49505|Grand Rapids|États-Unis|Centre des États-Unis|T001
LS-172301402|Lycoris|Soultan|75051|Grand Prairie|États-Unis|Centre des États-Unis|T001
AG-1033054|Alex|Mohard||Gonaïves|Haïti|Caraïbes|T001
LS-172301406|Lycoris|Brecq|19901|Dover|États-Unis|Est des États-Unis|T001
LS-172301404|Lycoris|Owusu|90049|Los Angeles|États-Unis|Ouest des États-Unis|T001
PG-889522|Paul|Hikmat||Garoua|Cameroun|Afrique centrale|T001
TS-2116027|Theresa|Khauv||Zunyi|Chine|Asie de l'Est|T002
JL-15505141|Jeremy|Lourival||Rivera|Uruguay|Amérique du Sud|T001
CM-1238531|Christopher|Soghrai||Camagüey|Cuba|Caraïbes|T001
MW-1822051|Mitch|Mazin||Huehuetenango|Guatemala|Amérique centrale|T001
LS-172451404|Lynn|Hisma|90045|Los Angeles|États-Unis|Ouest des États-Unis|T001
LS-172451402|Lynn|Moorea|77036|Houston|États-Unis|Centre des États-Unis|T001
EH-4125147|Eugene|Matthiew||Chitungwiza|Zimbabwe|Afrique de l'Est|T003
LS-172451406|Lynn|Marlhyne|13501|Utica|États-Unis|Est des États-Unis|T001
LS-172451408|Lynn|Djighodi|28540|Jacksonville|États-Unis|Sud des États-Unis|T001
LS-724523|Lynn|Mickeael||North York|Canada|Canada|T001
GH-1442536|Gary|Lcien||San Francisco de Macorís|République dominicaine|Caraïbes|T001
AJ-9454|Ashley|Tovosoa||Huambo|Angola|Afrique centrale|T001
HG-14965139|Henry|Nistras||London|Royaume-Uni|Europe du Nord|T002
MM-172601406|Magdelene|Aiyaturai|19805|Wilmington|États-Unis|Est des États-Unis|T001
RD-9660134|Robert|Fiorinda||Ankara|Turquie|Asie de l'Ouest|T003
SH-997560|Sally|Eleazere||Shiraz|Iran|Asie du Sud|T002
LH-171555|Logan|Reinaldo||Mendoza|Argentine|Amérique du Sud|T001
MM-726023|Magdelene|Lodovica||St. Catharines|Canada|Canada|T001
BP-1230110|Benjamin|Riquel||Yanbu al Bahr|Arabie saoudite|Asie de l'Ouest|T001
BO-11425102|Bobby|Jarno||Manila|Philippines|Asie du Sud-Est|T001
CS-2355134|Christine|Akechi||Gaziemir|Turquie|Asie de l'Ouest|T001
MM-172601404|Magdelene|Benaroya|98105|Seattle|États-Unis|Ouest des États-Unis|T001
FG-426095|Frank|Souvanla||Ibadan|Nigeria|Afrique de l'Ouest|T003
KC-654060|Kelly|Eulalie||Téhéran|Iran|Asie du Sud|T001
MC-172751404|Marc|Abdelkhalik|93010|Camarillo|États-Unis|Ouest des États-Unis|T001
MH-802560|Michelle|Geralaine||Birjand|Iran|Asie du Sud|T001
SW-10350137|Sean|Sirivong||Ternopil|Ukraine|Europe de l'Est|T003
TB-11355137|Todd|Shoshanna||Kremenchuk|Ukraine|Europe de l'Est|T002
AJ-1079598|Anthony|Hamalatha||San Miguelito|Panama|Amérique centrale|T002
AH-58581|Angele|Nascimo||Nouakchott|Mauritanie|Afrique de l'Ouest|T001
DB-1361527|Doug|Keshavan||Binzhou|Chine|Asie de l'Est|T001
MC-172751408|Marc|Rameschandra|38109|Memphis|États-Unis|Sud des États-Unis|T001
LR-691573|Lena|Ector||Zwedru|Liberia|Afrique de l'Ouest|T001
MC-172751406|Marc|Geauffrette|10011|New York City|États-Unis|Est des États-Unis|T001
DR-1294082|Daniel|Arpatsara||Tlalpan|Mexique|Amérique centrale|T003
MH-172901406|Marc|Seloia|19140|Philadelphia|États-Unis|Est des États-Unis|T003
DK-1322559|Dean|Verpeaux||Bogor|Indonésie|Asie du Sud-Est|T002
MH-172901404|Marc|Horis|87505|SantaÊFe|États-Unis|Ouest des États-Unis|T003
ML-7395137|Marina|Hiarilala||Khmelnytskyï|Ukraine|Europe de l'Est|T002
PA-1906078|Pete|Maroa||KualaÊLumpur|Malaisie|Asie du Sud-Est|T003
MH-172901408|Marc|Brumont|33178|Miami|États-Unis|Sud des États-Unis|T003
SV-10785110|Stewart|Marcillac||Riyadh|Arabie saoudite|Asie de l'Ouest|T001
AB-1060082|Ann|Alhassad||Piedras Negras|Mexique|Amérique centrale|T002
SN-2071036|Steve|Frenot||Saint-Domingue|République dominicaine|Caraïbes|T003
JM-1565559|Jim|Luberthe||Tegal|Indonésie|Asie du Sud-Est|T002
LH-1715588|Logan|Bruss||Yangon|Myanmar (Birmanie)|Asie du Sud-Est|T001
ME-18010139|Michelle|Debehy||Preston|Royaume-Uni|Europe du Nord|T002
PA-9060134|Pete|Cyndel||Sivas|Turquie|Asie de l'Ouest|T003
MB-173051406|Maria|Lloyd|44312|Akron|États-Unis|Est des États-Unis|T001
SG-10080142|Sandra|Fatahoudine||Namangan|Ouzbékistan|Asie centrale|T001
MB-173051402|Maria|Salvotore|77573|League City|États-Unis|Centre des États-Unis|T001
HD-1478582|Harold|Issin||Mexico City|Mexique|Amérique centrale|T003
BF-1080110|Bart|Toubane||Riyadh|Arabie saoudite|Asie de l'Ouest|T001
MB-173051404|Maria|Baisse|98632|Longview|États-Unis|Ouest des États-Unis|T001
EB-1387058|Emily|Resler||Surat|Inde|Asie du Sud|T001
NP-8670107|Nora|Herluf||Pitesti|Roumanie|Europe de l'Est|T001
PO-9180108|Philisse|Eide||Arkhangelsk|Russie|Europe de l'Est|T003
RH-9600129|Rob|Chrif||Dar es Salaam|Tanzanie|Afrique de l'Est|T001
RL-961538|Rob|Idier||Akhmim|Égypte|Afrique du Nord|T001
SP-2054527|Sibella|Cadilhac||Nanchang|Chine|Asie de l'Est|T002
TB-2162548|Trudy|Taque||Augsburg|Allemagne|Europe de l'Ouest|T001
VM-2168593|Valerie|Behlul||Managua|Nicaragua|Amérique centrale|T003
LM-1706593|Liz|Lata||Managua|Nicaragua|Amérique centrale|T001
LW-1712536|Liz|Hassibat||Bajos de Haina|République dominicaine|Caraïbes|T001
BF-1117096|Ben|Manteiga||Oslo|Norvège|Europe du Nord|T003
MB-173051408|Maria|Manzor|37211|Nashville|États-Unis|Sud des États-Unis|T001
DL-1331527|Delfina|Vexa||Pékin|Chine|Asie de l'Est|T001
KM-1622559|Kalyca|Mamik||Jakarta|Indonésie|Asie du Sud-Est|T002
MW-822095|Mitch|Luquetas||Kano|Nigeria|Afrique de l'Ouest|T001
ND-846069|Neil|Amour||Mombasa|Kenya|Afrique de l'Est|T002
ME-173201408|Maria|Phanara|22153|Springfield|États-Unis|Sud des États-Unis|T003
ME-173201404|Maria|Gulefer|90008|Los Angeles|États-Unis|Ouest des États-Unis|T003
BO-11350118|Bill|Nasrime||Suwon|Corée du Sud|Asie de l'Est|T002
DB-32103|Dean|Feddler||Constantine|Algérie|Afrique du Nord|T001
EM-406533|Erin|Kinkela||Kinshasa|Congo (République démocratique du)|Afrique centrale|T001
HP-148157|Harold|Dianna||Queanbeyan|Australie|Océanie|T003
ME-173201402|Maria|Melat|48601|Saginaw|États-Unis|Centre des États-Unis|T003
RH-960087|Rob|Jorma||Chimoio|Mozambique|Afrique de l'Est|T001
RD-9900117|Ruben|Kpahpo||Port Elizabeth|Afrique du Sud|Afrique australe|T001
KN-163905|Katherine|Tiphene||Salta|Argentine|Amérique du Sud|T002
CK-1276078|Cyma|Jemoui||Sandakan|Malaisie|Asie du Sud-Est|T002
KC-6675117|Kimberly|Marinesse||Johannesburg|Afrique du Sud|Afrique australe|T002
TS-1108560|Thais|Suayb||Qom|Iran|Asie du Sud|T001
AS-1009064|Adam|Mikayl||Naples|Italie|Europe du Sud|T001
BT-130533|Beth|Jarrige||Kikwit|Congo (République démocratique du)|Afrique centrale|T003
EK-379595|Eileen|Bouzanquet||Port Harcourt|Nigeria|Afrique de l'Ouest|T003
JH-1618088|Justin|Beremtane||Yangon|Myanmar (Birmanie)|Asie du Sud-Est|T001
KC-6255137|Karen|Liotard||Dnipropetrovsk|Ukraine|Europe de l'Est|T002
CC-1214580|Charles|Foune||Fort-de-France|Martinique|Caraïbes|T001
MZ-173351404|Maria|Trombetta|98105|Seattle|États-Unis|Ouest des États-Unis|T003
GH-144857|Gene|Soearti||Newcastle|Australie|Océanie|T002
JP-613538|Julie|Manivong||Alexandria|Égypte|Afrique du Nord|T003
MD-173501404|Maribeth|Sevinc|92804|Anaheim|États-Unis|Ouest des États-Unis|T001
MD-173501406|Maribeth|Berttrand|44312|Akron|États-Unis|Est des États-Unis|T001
CK-12595141|Clytie|Comlombre||Montevideo|Uruguay|Amérique du Sud|T001
LC-1696055|Lindsay|Anargyros||San Pedro Sula|Honduras|Amérique centrale|T003
MD-173501402|Maribeth|Paryse|75217|Dallas|États-Unis|Centre des États-Unis|T001
CA-2265134|Christina|Horatius||Denizli|Turquie|Asie de l'Ouest|T001
MD-173501408|Maribeth|Vonnig|72701|Fayetteville|États-Unis|Sud des États-Unis|T001
JF-1541555|Jennifer|Elionilde||Tegucigalpa|Honduras|Amérique centrale|T001
SC-2002031|Sam|Vilaitron||Pinar del Río|Cuba|Caraïbes|T001
DK-1309098|Dave|Framata||San Miguelito|Panama|Amérique centrale|T001
BF-100568|Barry|Jorant||Almaty|Kazakhstan|Asie centrale|T003
JJ-544560|Jennifer|Minesh||Hamadan|Iran|Asie du Sud|T001
MH-1811592|Mick|Huau||Tauranga|Nouvelle-Zélande|Océanie|T003
CC-1255055|Clay|Jeananie||San Pedro Sula|Honduras|Amérique centrale|T001
BF-1097559|Barbara|Beunth||Bandung|Indonésie|Asie du Sud-Est|T002
BT-1440111|Bobby|Vallerie||Dakar|Sénégal|Afrique de l'Ouest|T001
HG-502595|Hunter|Philadelphia||Benin City|Nigeria|Afrique de l'Ouest|T001
JE-571560|Joe|Valdrin||Khorramabad|Iran|Asie du Sud|T001
MW-18235102|Mitch|Ronise||Manila|Philippines|Asie du Sud-Est|T002
RD-97209|Roger|Montaufier||Baku|Azerbaïdjan|Asie de l'Ouest|T001
MD-735023|Maribeth|Cinara||Calgary|Canada|Canada|T001
JM-15535143|Jessica|Tawpek||Guarenas|Venezuela|Amérique du Sud|T001
DB-12910143|Daniel|Desport||El Tigre|Venezuela|Amérique du Sud|T003
SB-2018536|Sarah|Mullah||Saint-Domingue|République dominicaine|Caraïbes|T001
AI-855108|Arianne|Azerovitch||Voronej|Russie|Europe de l'Est|T001
BP-11290139|Beth|Shahmare||Leeds|Royaume-Uni|Europe du Nord|T001
BB-154569|Brenda|Malobe||Kisumu|Kenya|Afrique de l'Est|T002
CA-11965139|Carol|Proust||Gosport|Royaume-Uni|Europe du Nord|T002
MS-173651404|Maribeth|Saief|88220|Carlsbad|États-Unis|Ouest des États-Unis|T001
ER-385560|Elpida|Hasinjanahary||Varamin|Iran|Asie du Sud|T002
MS-173651406|Maribeth|Hildesheimer|20852|Rockville|États-Unis|Est des États-Unis|T001
MK-7905134|Michael|Wanling||Mamak|Turquie|Asie de l'Ouest|T002
KM-167205|Kunst|Taita||San Fernando del Valle de Catamarca|Argentine|Amérique du Sud|T001
AH-1058559|Angele|Munoto||Samarinda|Indonésie|Asie du Sud-Est|T001
MS-173651402|Maribeth|Nicolic|48227|Detroit|États-Unis|Centre des États-Unis|T001
EH-3990134|Erica|Liamil||Ankara|Turquie|Asie de l'Ouest|T001
RM-19675130|Robert|Taube||Bangkok|Thaïlande|Asie du Sud-Est|T003
VP-2173090|Victor|Guilhemine||Kathmandu|Népal|Asie du Sud|T003
AS-1009015|Adam|Sambou||Natitingou|Bénin|Afrique de l'Ouest|T001
AS-1009095|Adam|Hisayo||Lagos|Nigeria|Afrique de l'Ouest|T001
AH-1019545|Alan|Lachen||Brest|France|Europe de l'Ouest|T002
EB-397547|Erica|Aubriant||Tbilissi|Géorgie|Asie de l'Ouest|T002
GZ-1447092|Gary|Hongyuan||Wellington|Nouvelle-Zélande|Océanie|T001
JM-15265144|Janet|Chegga||Ho Chi Minh City|Vietnam|Asie du Sud-Est|T002
LW-6825117|Laurel|Addia||Port Elizabeth|Afrique du Sud|Afrique australe|T002
MS-173651408|Maribeth|Nimfa|33433|Boca Raton|États-Unis|Sud des États-Unis|T001
MY-173801404|Maribeth|Vianey|91730|Rancho Cucamonga|États-Unis|Ouest des États-Unis|T002
BB-990134|Barry|Orsoni||Bolu|Turquie|Asie de l'Ouest|T002
MY-173801406|Maribeth|Eugeen|10011|New York City|États-Unis|Est des États-Unis|T002
CL-1890134|Carl|Agan||Van|Turquie|Asie de l'Ouest|T001
ES-4080131|Erin|Tumurchudur||Lome|Togo|Afrique de l'Ouest|T002
LS-1697531|Lindsay|Craveiro||Camagüey|Cuba|Caraïbes|T003
MY-173801408|Maribeth|Eiholm|38109|Memphis|États-Unis|Sud des États-Unis|T002
PV-898586|Paul|Degli||Casablanca|Maroc|Afrique du Nord|T003
RD-993067|Russell|Clarinnce||Amman|Jordanie|Asie de l'Ouest|T001
TB-2135564|Todd|Perdriset||Milan|Italie|Europe du Sud|T002
TB-11355103|Todd|Donneger||Nysa|Pologne|Europe de l'Est|T002
RD-1966039|Robert|Benjaminn||Soyapango|El Salvador|Amérique centrale|T003
CG-1252055|Claire|Tahira||Tegucigalpa|Honduras|Amérique centrale|T001
BT-1130591|Beth|Virgillo||Apeldoorn|Pays-Bas|Europe de l'Ouest|T003
BN-1470117|Brad|Mpia||Cape Town|Afrique du Sud|Afrique australe|T002
MY-173801402|Maribeth|Kayana|78207|San Antonio|États-Unis|Centre des États-Unis|T002
EB-1393027|Eric|Siva||Zhuhai|Chine|Asie de l'Est|T001
JP-5520134|Jeremy|Mikkel||Bursa|Turquie|Asie de l'Ouest|T001
KB-658568|Ken|Blot||Sarkand|Kazakhstan|Asie centrale|T002
MC-1784564|Michael|Houssein||Battipaglia|Italie|Europe du Sud|T001
RR-1931526|Ralph|Asman||San Bernardo|Chili|Amérique du Sud|T001
RD-9900134|Ruben|Squely||Cankaya|Turquie|Asie de l'Ouest|T001
DB-1312028|David|Johnnis||Cartagena|Colombie|Amérique du Sud|T002
AB-10532|Adrian|Birama||òstíÊnadÊLabem|République tchèque|Europe de l'Est|T001
AG-103007|Aleksandra|Herimamy||Adelaide|Australie|Océanie|T002
ML-173951406|Marina|Dilchad|19134|Philadelphia|États-Unis|Est des États-Unis|T002
ML-173951404|Marina|Frino|90045|Los Angeles|États-Unis|Ouest des États-Unis|T002
JS-5940108|Joni|Nalla||Blagoveshchensk|Russie|Europe de l'Est|T003
RH-9600103|Rob|Safwen||Slupsk|Pologne|Europe de l'Est|T001
SP-2086058|Sung|Jananika||Bangalore|Inde|Asie du Sud|T002
SC-2026028|Scott|Barbault||Bogotá|Colombie|Amérique du Sud|T002
DM-1295598|Dario|Nejla||San Miguelito|Panama|Amérique centrale|T002
PG-1882036|Patrick|Panthana||Saint-Domingue|République dominicaine|Caraïbes|T001
AS-28561|Alejandro|Abdurranman||Basra|Irak|Asie de l'Ouest|T002
AR-103458|Alex|Meiddhy||Vienne|Autriche|Europe de l'Ouest|T002
HK-489038|Heather|Bellaid||Cairo|Égypte|Afrique du Nord|T002
MN-1793545|Michael|Domithilde||Clichy|France|Europe de l'Ouest|T001
MC-1763531|Matthew|Aroune||San José de las Lajas|Cuba|Caraïbes|T002
MC-1760593|Matt|Lyasid||Managua|Nicaragua|Amérique centrale|T002
JM-1565566|Jim|Tuannis||Tokyo|Japon|Asie de l'Est|T002
LS-6975134|Lindsay|Khemeissa||Mersin|Turquie|Asie de l'Ouest|T003
ML-173951408|Marina|Ashmore|37130|Murfreesboro|États-Unis|Sud des États-Unis|T002
MG-1820554|Mitch|Vendy||Carrefour|Haïti|Caraïbes|T002
TC-2098082|Tamara|Djouwairia||C—rdoba|Mexique|Amérique centrale|T002
ML-174101406|Maris|Ghorghe|19143|Philadelphia|États-Unis|Est des États-Unis|T001
ML-174101404|Maris|Tenguere|90008|Los Angeles|États-Unis|Ouest des États-Unis|T001
GB-1453097|George|Christal||Hyderabad|Pakistan|Asie du Sud|T002
ML-174101402|Maris|Ovakim|60653|Chicago|États-Unis|Centre des États-Unis|T001
MW-1823526|Mitch|Chanley||Puente Alto|Chili|Amérique du Sud|T002
AG-1049559|Andrew|Sylvestrig||Pekalongan|Indonésie|Asie du Sud-Est|T002
BT-1144018|Bobby|Benjamino||Parintins|Brésil|Amérique du Sud|T001
CS-1249064|Cindy|Mimoune||Castellammare di Stabia|Italie|Europe du Sud|T002
DJ-1363036|Doug|Diogo||Saint-Domingue|République dominicaine|Caraïbes|T001
TC-2147528|Tony|Abdeladym||Bogotá|Colombie|Amérique du Sud|T003
AH-210105|Alan|Soondevi||Doha|Qatar|Asie de l'Ouest|T001
MC-174251408|Mark|Saadettin|36608|Mobile|États-Unis|Sud des États-Unis|T002
MC-174251402|Mark|Isni|77036|Houston|États-Unis|Centre des États-Unis|T002
DK-1322548|Dean|Ranifure||Hambourg|Allemagne|Europe de l'Ouest|T002
TP-11130134|Theone|Assomptine||Istanbul|Turquie|Asie de l'Ouest|T001
MC-174251404|Mark|Nasanine|97206|Portland|États-Unis|Ouest des États-Unis|T002
MC-174251406|Mark|Chochan|10035|New York City|États-Unis|Est des États-Unis|T002
FM-14380120|Fred|Fransckarl||Madrid|Espagne|Europe du Sud|T001
IG-150858|Ivan|Abilene||Vienne|Autriche|Europe de l'Ouest|T001
MS-1798092|Michael|Nayoung||Christchurch|Nouvelle-Zélande|Océanie|T002
MF-18250125|Monica|Marchetti||Saint-Gall|Suisse|Europe de l'Ouest|T002
MH-744023|Mark|Rayhane||Kingston|Canada|Canada|T002
MH-174401402|Mark|Sarrita|77036|Houston|États-Unis|Centre des États-Unis|T002
RF-1973593|Roland|Ikhlaf||Managua|Nicaragua|Amérique centrale|T001
MH-174401404|Mark|Rupaleppa|92025|Escondido|États-Unis|Ouest des États-Unis|T002
MH-174401406|Mark|Tournois|10035|New York City|États-Unis|Est des États-Unis|T002
DR-2880147|Dan|Thieng||Bulawayo|Zimbabwe|Afrique de l'Est|T002
DW-1354021|Don|Omotuvie||PhnomÊPenh|Cambodge|Asie du Sud-Est|T001
EM-414086|Eugene|Inphasouk||Casablanca|Maroc|Afrique du Nord|T003
MH-174401408|Mark|Laminegbe|39212|Jackson|États-Unis|Sud des États-Unis|T002
MK-17905118|Michael|Jamesen||Séoul|Corée du Sud|Asie de l'Est|T002
RB-19570139|Rob|Mirj||Rochdale|Royaume-Uni|Europe du Nord|T001
SP-10620134|Stefania|Elakad||Eskisehir|Turquie|Asie de l'Ouest|T002
TB-2117539|Thomas|Parfumer||San Martín|El Salvador|Amérique centrale|T002
DS-1318018|David|Cleophas||São Paulo|Brésil|Amérique du Sud|T002
MH-174551402|Mark|Nunez|55407|Minneapolis|États-Unis|Centre des États-Unis|T001
JK-16090104|Juliana|Nasredin||Porto|Portugal|Europe du Sud|T001
MH-177858|Maya|Doro||Vienne|Autriche|Europe de l'Ouest|T002
MH-174551404|Mark|Daure|90032|Los Angeles|États-Unis|Ouest des États-Unis|T001
TS-2165551|Trudy|Sittampalavanar||Villa Nueva|Guatemala|Amérique centrale|T001
DR-1294028|Daniel|Beniami||Mosquera|Colombie|Amérique du Sud|T003
DV-1304518|Darrin|Roky||Caxias do Sul|Brésil|Amérique du Sud|T002
MH-174551406|Mark|Augeral|10011|New York City|États-Unis|Est des États-Unis|T001
AR-54086|Andy|Tanadchaporn||Casablanca|Maroc|Afrique du Nord|T001
AJ-7803|Anthony|Ruong||Batna|Algérie|Afrique du Nord|T002
BH-1710110|Brosina|Gyme||Riyadh|Arabie saoudite|Asie de l'Ouest|T001
CK-1232566|Christine|Hannene||Kasugai|Japon|Asie de l'Est|T003
GT-1463564|Grant|Vettino||Rome|Italie|Europe du Sud|T002
MH-174551408|Mark|Negost|28540|Jacksonville|États-Unis|Sud des États-Unis|T001
PL-18925102|Paul|Vonza||Caloocan|Philippines|Asie du Sud-Est|T003
SC-20380144|Shahid|Ferie||Ho Chi Minh City|Vietnam|Asie du Sud-Est|T001
MP-174701406|Mark|Djibel|10009|New York City|États-Unis|Est des États-Unis|T003
AI-1085539|Arianne|Arichadou||Soyapango|El Salvador|Amérique centrale|T001
RH-1949531|Rick|Jannai||Holguín|Cuba|Caraïbes|T001
AJ-79560|Anthony|Schurch||Mashhad|Iran|Asie du Sud|T002
MP-174701402|Mark|Henrikus|56560|Moorhead|États-Unis|Centre des États-Unis|T003
BM-1165092|Brian|Nkodia||Auckland|Nouvelle-Zélande|Océanie|T002
GZ-4470134|Gary|Megdouda||Antalya|Turquie|Asie de l'Ouest|T001
MC-1742591|Mark|Fehiman||Heerlen|Pays-Bas|Europe de l'Ouest|T002
MP-174701408|Mark|Hermione|30080|Smyrna|États-Unis|Sud des États-Unis|T003
HW-1493536|Helen|Ongemba||Saint-Domingue|République dominicaine|Caraïbes|T002
BC-1112528|Becky|Edyson||Manizales|Colombie|Amérique du Sud|T003
CA-1196582|Carol|Siavach||Juárez|Mexique|Amérique centrale|T002
CD-279069|Cynthia|Salahdin||Nairobi|Kenya|Afrique de l'Est|T003
ES-402013|Erica|Bendhamane||Brest|Biélorussie|Europe de l'Est|T001
GB-1457564|Giulietta|Redza||Venice|Italie|Europe du Sud|T001
MV-174851404|Mark|Manika|90049|Los Angeles|États-Unis|Ouest des États-Unis|T001
MV-174851408|Mark|Honora|22204|Arlington|États-Unis|Sud des États-Unis|T001
RD-1990092|Ruben|Siming||Auckland|Nouvelle-Zélande|Océanie|T001
MV-174851402|Mark|Cebastien|77041|Houston|États-Unis|Centre des États-Unis|T001
AR-1040593|Allen|Vasantlal||Managua|Nicaragua|Amérique centrale|T002
DK-1298536|Darren|Valmore||Saint-Domingue|République dominicaine|Caraïbes|T001
MV-174851406|Mark|Loiuise|10011|New York City|États-Unis|Est des États-Unis|T001
BE-11410144|Bobby|Ayilenga||Ho Chi Minh City|Vietnam|Asie du Sud-Est|T001
BD-150095|Bradley|Fassinet||Lagos|Nigeria|Afrique de l'Ouest|T001
BB-1545146|Brenda|Pantipa||Mufulira|Zambie|Afrique de l'Est|T002
DW-358595|Dorothy|Clocilien||Abeokuta|Nigeria|Afrique de l'Ouest|T002
MM-17920102|Michael|Braima||Manila|Philippines|Asie du Sud-Est|T001
NF-1847591|Neil|Vildana||Velsen|Pays-Bas|Europe de l'Ouest|T003
PW-19030130|Pauline|Sawsan||Bangkok|Thaïlande|Asie du Sud-Est|T002
SG-1008095|Sandra|Abdemmahmane||Lagos|Nigeria|Afrique de l'Ouest|T001
FO-14305143|Frank|Karamoko||Puerto La Cruz|Venezuela|Amérique du Sud|T001
CV-1280528|Cynthia|Vickramsingh||Floridablanca|Colombie|Amérique du Sud|T002
PO-1919598|Phillina|Abdelraouf||Panama City|Panama|Amérique centrale|T003
CV-229595|Christina|Owell||Kano|Nigeria|Afrique de l'Ouest|T001
CS-2400107|Christopher|Vilaivanh||Iasi|Roumanie|Europe de l'Est|T003
EB-1370548|Ed|Mbondi||Ludwigshafen am Rhein|Allemagne|Europe de l'Ouest|T002
KF-1628559|Karen|Serralheiro||Malang|Indonésie|Asie du Sud-Est|T003
RD-966047|Robert|Housin||Tbilissi|Géorgie|Asie de l'Ouest|T003
SM-2090527|Susan|Leolin||Guangzhou|Chine|Asie de l'Est|T001
TP-21565125|Tracy|Brindusa||Basel|Suisse|Europe de l'Ouest|T002
JC-1610531|Julie|Auder||Cienfuegos|Cuba|Caraïbes|T002
CC-2220134|Chris|Isile||Kayseri|Turquie|Asie de l'Ouest|T001
CS-2460126|Chuck|Hadra||Homs|Syrie|Asie de l'Ouest|T001
EN-3780145|Edward|Ljuba||Taizz|Yémen|Asie de l'Ouest|T001
MO-175001402|Mary|Proko|60623|Chicago|États-Unis|Centre des États-Unis|T001
JW-1607527|Julia|Natania||Shizuishan|Chine|Asie de l'Est|T001
NP-1832527|Naresj|Nancille||Anqing|Chine|Asie de l'Est|T001
SS-10590131|Sonia|Barnarda||Atakpame|Togo|Afrique de l'Ouest|T001
TM-1101038|Tamara|Cengitz||Cairo|Égypte|Afrique du Nord|T001
TS-21370124|Todd|Lancrenon||Gothenburg|Suède|Europe du Nord|T002
MO-175001406|Mary|Sylly|11520|Freeport|États-Unis|Est des États-Unis|T001
RE-1940537|Ricardo|Lorello||Guayaquil|Équateur|Amérique du Sud|T001
TT-2122055|Thomas|Jule||Choloma|Honduras|Amérique centrale|T001
TP-2141518|Tom|Faro||Gurupi|Brésil|Amérique du Sud|T001
RH-196005|Rob|Wilfrida||Posadas|Argentine|Amérique du Sud|T001
CS-1184518|Cari|Miguelle||Taubaté|Brésil|Amérique du Sud|T002
MZ-175151404|Mary|Coutaud|92374|Redlands|États-Unis|Ouest des États-Unis|T002
MZ-175151406|Mary|Saintigene|19601|Reading|États-Unis|Est des États-Unis|T002
JH-543086|Jennifer|Bensal||Beni Mellal|Maroc|Afrique du Nord|T001
MS-1777045|Maxwell|Oume||Fontenay-le-Comte|France|Europe de l'Ouest|T001
MP-796584|Michael|Huey||Ulan Bator|Mongolie|Asie de l'Est|T002
MZ-751523|Mary|Lahim||Montréal|Canada|Canada|T002
RW-1969031|Robert|Davorin||Santa Clara|Cuba|Caraïbes|T001
TT-2107064|Ted|Heig||Milan|Italie|Europe du Sud|T001
SG-2089098|Susan|Djeziia||Panama City|Panama|Amérique centrale|T002
DW-1358559|Dorothy|Ayoyb||Medan|Indonésie|Asie du Sud-Est|T002
KB-1624027|Karen|Mirj||Tianjin|Chine|Asie de l'Est|T002
MZ-175151402|Mary|Cendela|76017|Arlington|États-Unis|Centre des États-Unis|T002
ON-18715120|Odella|Faraco||Elda|Espagne|Europe du Sud|T002
PB-8805110|Patrick|Thio||Jeddah|Arabie saoudite|Asie de l'Ouest|T003
RH-19555120|Ritsa|Jiratchaya||Bilbao|Espagne|Europe du Sud|T001
HD-1478518|Harold|Coanda||Jaboticabal|Brésil|Amérique du Sud|T003
JE-54753|Jeremy|Este||Mostaganem|Algérie|Afrique du Nord|T001
MC-1759064|Matt|Messodi||Prato|Italie|Europe du Sud|T002
MF-8250103|Monica|Taherah||Warsaw|Pologne|Europe de l'Est|T002
MS-175301404|MaryBeth|Fenie|92037|San Diego|États-Unis|Ouest des États-Unis|T001
SS-20140144|Saphhira|Guiseppina||Hanoi|Vietnam|Asie du Sud-Est|T002
WB-11850133|William|Nahima||Tunis|Tunisie|Afrique du Nord|T001
CS-1250555|Cindy|Vandrigue||Tegucigalpa|Honduras|Amérique centrale|T001
SW-20350143|Sean|Rajavarman||Cagua|Venezuela|Amérique du Sud|T003
BV-1124582|Benjamin|Basiline||Acu–a|Mexique|Amérique centrale|T002
